# line ID	exact English source	translation (English A-Z then ID)
line:39fd52f1	'Ey big dog.	ไง เจ้าหมาตัวโต
line:3e870ad0	Yip!	ยิป!
line:5544e245	Yip!	ยิป!
line:5efde4e2	Yip!	ยิป!
line:c3e1f198	Yip!	ยิป!
line:e662501c	Yip!	ยิป!
line:5e181cf4	Yip! <size=70%>(Gate)	ยิป! <size=70%>(ประตู)
line:b12a3f31	Yip! <size=70%>(idk)	ยิป! <size=70%>(ไม่รู้)
line:a8ee5236	Yip! <size=70%>(It's because the dormant part of your draconic mind is remembering the deep set language bridge between your kind and mine. Which carries the deep meaning and intention of kobold 'Yips' within it. This sudden understanding of yours is simply from our connection growing over time and activating that part of your mind.)	ยิป! <size=70%>(เพราะส่วนที่หลับใหลในจิตมังกรของคุณกำลังจดจำสะพานทางภาษาที่ฝังลึกระหว่างเผ่าพันธุ์เรา มันบรรจุความหมายและเจตนาของเสียง “ยิป” โคโบลด์ การที่คุณเข้าใจขึ้นมาก็เพียงเพราะสายสัมพันธ์ของเราเติบโตตามเวลาและปลุกจิตส่วนนั้นขึ้นมา)
line:5935a413	Yip! <size=70%>(Yes)	ยิป! <size=70%>(ใช่)
line:f1c14f75	Yip-Man - The Final Yip	ยิปแมน: ยิปสุดท้าย
line:4b9046ec	Yip-Man movies are real corny...	หนังยิปแมนน้ำเน่ามาก...
line:3d6b2203	You again?	คุณอีกแล้วเหรอ?
line:81416c72	You already are, whats up?	ก็ถามแล้วนี่ มีอะไรล่ะ?
line:6fbc3c1b	You also do <i>special endings</i> here, yeah?	ที่นี่มี<i>บริการส่งท้ายพิเศษ</i>ด้วยใช่ไหม?
line:e553c773	You also introduced me to Conrad.	คุณยังแนะนำคอนราดให้ผมด้วย
line:feb8727e	You always make me feel welcomed.	คุณทำให้ผมรู้สึกว่าเป็นที่ต้อนรับเสมอ
line:563d71ba	You are too!	คุณก็เหมือนกัน!
line:4efafbb0	You are very skilled with your hands	คุณใช้มือเก่งมาก
line:0dd63830	You brought food in?	คุณเอาอาหารมาเหรอ?
line:38043f6c	You can act however you like around me.	อยู่กับผมจะทำตัวยังไงก็ได้
line:3fbd01fb	You can come in whenever!	คุณมาได้ทุกเมื่อ!
line:0eb37f1a	You can stay here if you want.	คุณอยู่ต่อได้นะถ้าอยาก
line:ecc04e16	You decide!	คุณเลือกเลย!
line:19698f13	You didn't even open the watermelon.	คุณยังไม่ผ่าแตงโมเลย
line:7e8c1ae2	You do know how to use your hands pretty well.	นายใช้มือเก่งอยู่แล้วนี่
line:7023b6b4	You don't deserve that.	นายไม่ควรโดนแบบนั้น
line:c0cc0f2d	You got a medkit?	มีกล่องปฐมพยาบาลไหม?
line:c2b3c28a	you know about getting back into the dating scene...	เรื่องกลับไปเดตน่ะ...
line:512df07c	You know what that means.	รู้ใช่ไหมว่าแปลว่าอะไร
line:e613cbe3	You know what that means...	รู้ใช่ไหมว่าแปลว่าอะไร...
line:73e4789c	You know... This environment is rather pleasant. Very... proletarian.	รู้ไหม... บรรยากาศที่นี่น่าอยู่ทีเดียว ดู... ชนชั้นกรรมาชีพมาก
line:404b17ef	You look good this clean!	สะอาดแบบนี้ดูดีนะ!
line:780c151c	You needn't worry. The washer's union is... More powerful than I.	ไม่ต้องห่วง สหภาพคนอาบน้ำ... มีอำนาจกว่าผม
line:3fab049a	You probably shouldn't.	คงไม่ควรลองหรอก
line:0bc044da	You ready for this?	พร้อมหรือยัง?
line:f0a0565a	You ready to go back in to the club?	พร้อมกลับเข้าไปในคลับไหม?
line:c0e34d36	You really ate that entire thing... Woah.	คุณกินไปทั้งอันจริงๆ... โห
line:82cf49aa	You seemed to enjoy yourself.	ดูคุณสนุกดี
line:ba66095e	You set a good example.	คุณเป็นตัวอย่างที่ดี
line:6c2a1901	You should be all clean!	คุณน่าจะสะอาดหมดแล้ว!
line:36779352	You should be.	ก็ควรเป็นแบบนั้น
line:86154a64	You should feel it and check for me	นายควรจับเช็กให้ฉันหน่อย
line:20503ab0	You sure? It's not like... fun stuff.	แน่ใจเหรอ? ไม่ใช่... เรื่องสนุกเลย
line:0a0d6bc0	You too! I'll go get the gate.	ผมก็เหมือนกัน! เดี๋ยวเปิดประตูให้
line:e3106999	You too. Thanks for the wash.	ผมก็เหมือนกัน ขอบคุณที่อาบน้ำให้
line:fc97aa74	You too. Thanks for the wash.	ผมก็เหมือนกัน ขอบคุณที่อาบน้ำให้
line:5e4d645c	You two are really cute together...	พวกนายอยู่ด้วยกันน่ารักมาก...
line:b76a2a43	You were really going at it.	คุณใส่เต็มที่เลยนะ
line:83aa1a23	You work at a college?	คุณทำงานที่วิทยาลัยเหรอ?
line:85fa0d03	You'd need a dragon stomach first!	ต้องมีกระเพาะมังกรก่อน!
line:ebd2af6b	You'll have to give me all the Ryan details soon.	ต้องเล่ารายละเอียดเรื่องไรอันเร็วๆ นี้นะ
line:6c71dd83	You'll have to tell me all about it.	ต้องเล่าให้ผมฟังทั้งหมดนะ
line:91ab30f5	You'll have to tell me how you two work out!	ต้องเล่าให้ฟังนะว่าคุณสองคนไปกันได้ไหม!
line:ffeff59b	You'll have to tell me more inside.	เข้ามาแล้วต้องเล่าเพิ่มนะ
line:5eb243c2	You'll like it.	นายต้องชอบ
line:6acf7c77	You'll need to let them in afterwards of course.	จากนั้นก็ต้องให้ลูกค้าเข้ามาด้วยล่ะ
line:6b63d2d8	You'll take care of everything?	คุณจะจัดการทุกอย่างให้?
line:f2527ed7	You're <i>spotless.	คุณ<i>สะอาดหมดจด
line:23ae97e6	You're a big deal	นายน่ะคนสำคัญ
line:323e546b	You're a good friend too, I'll go get the gate.	คุณก็เป็นเพื่อนที่ดี ผมจะเปิดประตู
line:44e97be7	You're always welcome here, Ryan.	ที่นี่ยินดีต้อนรับคุณเสมอ ไรอัน
line:09e5bf43	You're cute by the way.	ว่าแต่คุณน่ารักนะ
line:277d8257	You're fine. Thank you.	ไม่เป็นไร ขอบคุณนะ
line:8c269acb	You're going to love it.	นายต้องชอบมาก
line:173782fa	You're good at it.	คุณทำได้ดีนะ
line:1dca8fa0	You're just a very comfortable person to be around.	แค่อยู่ใกล้คุณแล้วสบายใจมาก
line:42124159	You're just a very comfortable person to be around.	แค่อยู่ใกล้คุณแล้วสบายใจมาก
line:d3b6d22a	You're kind. It's more than I deserve.	นายใจดีเกินกว่าที่ฉันสมควรได้รับ
line:ca72bf2d	You're okay. You're clearly going through a lot.	ไม่เป็นไร เห็นชัดว่าคุณกำลังเจอเรื่องหนัก
line:68887509	You're one of my favorite clients!	คุณเป็นลูกค้าคนโปรดคนหนึ่งเลย!
line:c4cc497f	You're pretty hot.	นายเซ็กซี่ดี
line:b6603dc7	You're right. I shouldn't pry.	คุณพูดถูก ผมไม่ควรสอดรู้
line:31ab814e	You're right... Theres no way you could.	คุณพูดถูก... คุณคงตอบไม่ได้หรอก
line:470cd652	You're the first person I've met who's only expectation is for me to be...	คุณเป็นคนแรกที่ผมเจอที่คาดหวังแค่อย่างเดียว ให้ผมเป็น...
line:f718a7eb	You're the professor here. Must be correct.	คุณเป็นศาสตราจารย์นี่ คงถูกแหละ
line:15f55959	You're very sweet.	คุณใจดีมาก
line:bc6cc4d2	You're very sweet.	คุณใจดีมาก
line:6289a322	You're very welcome.	ยินดีมากเลย
line:39ddd682	You're...	คุณคือ...
line:6e94f373	You're... cool.	นาย... เจ๋งดี
line:61c96494	You're... Not that dirty.	คุณ... ไม่ได้สกปรกขนาดนั้น
line:8bab3246	You're... very forward.	คุณ... ตรงดีนะ
line:3bbab759	You've gotta keep me updated on you and Ryan, yeah?	เล่าเรื่องนายกับไรอันให้ฟังเรื่อยๆ นะ?
line:a5a8a9d5	Your crest is cool. What is it?	ตราคุณสวยดี มันคืออะไร?
line:3890b91c	Your date with Ryan.	เดตของนายกับไรอัน
line:82109412	Your secret's safe with me.	ความลับคุณปลอดภัยกับผม
line:ed8e7994	Yours doesn't. It's nice.	แต่ของคุณไม่เป็นแบบนั้น สบายใจดี
